Passenger 1 ID,Passenger 2 ID,Number of Flights Together
4092,4034,7
13571,2548,7
479,3090,7
4685,13296,7
3772,3730,7
11483,611,7
2640,2690,7
3889,9355,7
4373,5440,7
191,9645,7
8089,8461,7
9924,2504,7
10833,8679,7
5370,5333,7
5795,8007,7
10899,10806,7
5411,7872,7
2992,910,7
5792,2501,7
5522,392,7
4092,4046,7
4969,6870,7
364,381,7
1447,5100,7
1966,11296,7
4412,3544,7
6001,6987,7
8983,8969,7
2972,2905,7
12323,8810,7
355,334,7
7662,7602,7
5438,8030,7
5481,3544,7
959,477,7
9066,6729,7
7813,7890,7
1078,3930,7
1023,374,7
3169,274,7
8403,8485,7
1001,740,7
3343,10740,7
9954,9906,7
8995,8979,7
5484,5416,7
3590,8037,7
6447,2201,7
8068,5490,7
873,809,7
1052,7765,7
1548,1586,7
3187,497,7
8194,4584,7
3432,8424,7
2939,4053,7
4774,10799,7
3064,1822,7
2532,4217,7
3503,7868,7
8427,1030,7
6447,8363,7
3106,4194,7
1769,9068,7
6441,8961,7
2462,8389,7
8068,2886,7
4016,4066,7
8519,8257,7
4031,4056,7
4904,4682,7
3093,7868,7
6016,6001,7
2185,288,7
320,311,7
1034,2780,7
6258,7064,7
9598,6478,7
8194,5016,7
1715,1849,7
9749,6532,7
2783,915,7
4627,8093,7
4917,5748,7
6063,2294,7
2000,1966,7
5792,5922,7
13564,712,7
1635,1208,7
8190,901,7
5238,6515,7
4399,928,7
2412,2485,7
4059,915,7
6447,10373,7
3226,5686,7
6874,6832,7
2941,4044,7
8851,11276,7
5499,5426,7
4142,529,7
2959,4025,7
8904,8979,7
855,7162,7
8704,7319,7
4309,4399,7
1240,11871,7
4388,975,7
4685,13249,7
6064,6016,7
1432,901,7
2867,2789,7
4917,1860,7
2182,652,7
92,1189,7
234,269,7
8121,701,7
167,3589,7
7718,7789,7
8948,8960,7
5482,625,7
2723,529,7
1042,1095,7
258,9068,7
3689,3700,7
6560,5522,7
4700,4690,7
740,368,7
2759,1464,7
5787,2886,7
3734,3405,7
8684,8656,7
6064,5443,7
7162,9282,7
3702,5161,7
7866,3278,7
4057,4020,7
901,625,7
10095,1747,7
366,3174,7
4044,4025,7
8995,8960,7
3361,8406,7
4066,4017,7
8596,3117,7
7209,6560,7
2929,2913,7
6447,6441,7
4412,2773,7
6418,1244,7
11767,8704,7
11587,9540,7
6809,5481,7
2759,4395,7
2570,266,7
364,760,7
11923,11914,7
1160,3147,7
9994,8057,7
12323,6591,7
4249,7505,7
8904,8960,7
7872,8209,7
4042,2717,7
901,7605,7
9703,760,7
1942,1954,7
1569,5766,7
3572,3527,7
4632,8299,7
8289,1646,7
1677,6707,7
258,8257,7
806,827,7
3677,7507,7
3295,3527,7
1378,3432,7
11183,11158,7
3573,2262,7
4983,8093,7
6809,6870,7
6097,975,7
5009,9600,7
2427,2467,7
2511,2789,7
5412,5458,7
5212,356,7
1332,2743,7
6750,3278,7
9014,392,7
9653,7327,7
378,1035,7
7902,7983,7
3588,3580,7
763,368,7
8519,8562,7
7243,2068,7
3576,1865,7
8190,2857,7
5490,4700,7
3169,3180,7
1635,6813,7
3959,1084,7
1966,75,7
5498,1337,7
7520,5356,7
2152,2153,7
7002,7094,7
1043,313,7
3477,3188,7
4083,4017,7
10128,4541,7
11370,11332,7
1200,13637,7
3977,4016,7
4170,8584,7
7770,7746,7
8471,8045,7
997,477,7
1696,1818,7
8552,9101,7
11183,11180,7
183,9540,7
4042,1337,7
10701,10796,7
9271,3837,7
5483,5410,7
5436,5414,7
9997,75,7
6860,6879,7
10541,10267,7
1491,1143,7
6447,9874,7
6049,6071,7
8803,6051,7
8729,6560,7
4318,4337,7
5612,5620,7
873,821,7
6927,6930,7
4012,4052,7
8040,8511,7
5942,9755,7
9688,8704,7
4990,2294,7
1208,8209,7
4013,4083,7
8165,1343,7
795,727,7
9751,9770,7
6571,10057,7
14069,14087,7
1829,4070,7
7039,7872,7
5495,5401,7
202,1769,7
8521,8544,7
6447,1475,7
3998,2544,7
4338,8251,7
2674,1014,7
1822,2336,7
10015,10095,7
3021,6113,7
8411,8485,7
5503,2090,7
3295,3670,7
5490,5989,7
2759,4353,7
366,1053,7
4707,8595,7
7744,4854,7
3707,867,7
8624,8609,7
1769,5007,7
7721,183,7
92,6084,7
7679,10017,7
2152,2178,7
10024,10022,7
7099,2588,7
1532,2527,7
167,10833,7
4309,4364,7
809,826,7
3540,3589,7
732,1053,7
2792,2781,7
4009,4017,7
6075,6017,7
407,1818,7
9171,7995,7
288,3801,7
4823,2108,7
9482,9453,7
382,10716,7
6813,7662,7
7866,5482,7
8190,3330,7
2867,4388,7
2550,5100,7
9500,5575,7
7872,8353,7
10758,2097,7
3180,3104,7
1023,763,7
6993,6903,7
1464,407,7
4395,1337,7
977,2427,7
6853,4674,7
3396,1872,7
3677,1164,7
3735,8190,7
7507,11275,7
2511,1818,7
1287,1247,7
797,764,7
5795,5911,7
8671,798,7
2498,2437,7
3998,3937,7
2490,2468,7
11214,11239,7
1169,3527,7
11876,8030,7
8552,8556,7
10095,1860,7
4016,915,7
11099,13620,7
5421,5401,7
1563,2171,7
9066,7560,7
5911,5766,7
3477,247,7
11198,13620,7
2717,1464,7
5432,5426,7
2867,5464,7
3590,7082,7
8040,9513,7
1001,760,7
4083,4025,7
3561,4407,7
8289,3278,7
4170,10267,7
2511,4388,7
8262,2354,7
4042,4083,7
6064,6049,7
4584,1296,7
4353,4017,7
6889,6832,7
3503,5482,7
1064,4217,7
3576,4316,7
6039,5491,7
9044,9098,7
4080,4025,7
477,5491,7
7039,7866,7
11513,2035,7
8348,9152,7
4339,4373,7
7898,5522,7
6039,6047,7
2075,2072,7
10346,8961,7
8594,6409,7
716,368,7
4209,2910,7
8262,2345,7
4823,1283,7
752,2700,7
2570,2531,7
7820,2926,7
271,231,7
7820,7082,7
6447,3117,7
4013,4044,7
5546,9098,7
4646,2509,7
3597,3507,7
4057,4010,7
10900,10899,7
7860,8775,7
9380,9376,7
734,760,7
11290,11353,7
4011,4025,7
2255,2222,7
3576,4990,7
3172,2123,7
5448,5414,7
3576,4942,7
4650,4496,7
6447,8596,7
7872,7605,7
11946,11472,7
3979,4178,7
2699,2600,7
4009,4053,7
4016,4353,7
274,248,7
3184,231,7
7721,712,7
6097,5423,7
1544,8146,7
8519,8557,7
8920,8965,7
2294,5443,7
8406,11276,7
10334,10371,7
10368,6084,7
376,1002,7
364,716,7
8149,8117,7
5203,664,7
1314,928,7
8211,954,7
1263,3551,7
3157,226,7
9057,9068,7
3223,258,7
9874,7505,7
5920,1740,7
9385,9331,7
10089,1860,7
367,320,7
10714,7560,7
8729,8260,7
7902,5653,7
3590,8209,7
3157,670,7
5977,5964,7
8563,6050,7
4009,4059,7
8406,1966,7
8960,8969,7
3967,1012,7
7872,7082,7
4373,4364,7
4329,4376,7
6063,5443,7
1548,1598,7
2655,1014,7
4449,5683,7
8556,5634,7
4016,4044,7
2511,4316,7
792,797,7
3590,8353,7
10368,2973,7
10110,9482,7
1641,10313,7
11965,11914,7
2212,2279,7
4080,4316,7
1183,2032,7
9505,9507,7
2012,2090,7
3590,7868,7
247,1053,7
5002,5041,7
8729,4774,7
4496,2581,7
6927,6908,7
5490,5484,7
1933,1938,7
4713,10460,7
7082,1208,7
9601,9634,7
8566,9340,7
2501,5922,7
10762,456,7
5101,42,7
1696,407,7
5484,5456,7
264,231,7
1115,9294,7
6453,6478,7
5466,5479,7
8824,5572,7
7002,7327,7
1831,592,7
6064,6047,7
191,4451,7
8030,10234,7
4009,1696,7
5111,42,7
4969,6897,7
3405,272,7
10767,7560,7
6069,6077,7
5009,7832,7
3911,3994,7
9712,11332,7
2783,930,7
183,712,7
2939,8037,7
2773,6071,7
1646,8209,7
2408,4450,7
5436,5448,7
10975,11275,7
3002,497,7
6077,6071,7
8007,1613,7
5592,5586,7
3940,443,7
4249,1208,7
354,395,7
683,5377,7
9645,6729,7
855,9258,7
3071,3077,7
8557,2728,7
1591,5111,7
4171,4121,7
1677,7866,7
4388,1337,7
5466,5458,7
95,625,7
8584,3078,7
4682,446,7
4264,4656,7
3223,1505,7
4059,4044,7
382,1715,7
6138,9777,7
2108,2117,7
5436,5432,7
334,360,7
2867,1464,7
10397,10396,7
7679,7677,7
5411,5482,7
8758,8754,7
4309,4059,7
6829,6814,7
8121,760,7
5073,6983,7
8471,8662,7
5705,5733,7
4066,4025,7
4042,1371,7
366,3493,7
2939,4025,7
5419,5401,7
6800,12531,7
8684,6208,7
2620,5912,7
1943,1963,7
773,712,7
1938,1917,7
9340,8078,7
12881,12899,7
7685,8190,7
1250,2790,7
4083,4052,7
10785,7560,7
7476,7433,7
398,10389,7
1020,2967,7
147,4178,7
1569,2608,7
926,446,7
4820,6560,7
3064,4451,7
9366,9340,7
1014,1576,7
8579,10758,7
191,9066,7
8167,4746,7
2570,2539,7
3544,1884,7
4066,2941,7
366,1095,7
1041,736,7
761,704,7
615,211,7
7645,7629,7
4080,4052,7
751,1053,7
4022,4071,7
13819,9280,7
6321,3242,7
13620,8664,7
10409,10440,7
3758,6972,7
2024,2354,7
5423,5498,7
997,2734,7
905,4092,7
6064,4674,7
4223,4217,7
4042,2867,7
157,1266,7
2489,7076,7
3292,3330,7
4988,4656,7
4353,4388,7
4690,4674,7
6096,6063,7
3590,8961,7
1779,1057,7
4318,4010,7
10758,1562,7
2437,2467,7
6013,1343,7
4552,10371,7
6809,6017,7
10690,870,7
211,5737,7
8406,6777,7
8979,8960,7
4541,5560,7
5944,4404,7
4395,4364,7
5499,5432,7
4904,4700,7
768,791,7
4309,915,7
4399,2759,7
4850,2575,7
14060,14011,7
3554,3502,7
9369,9331,7
1250,613,7
6016,6039,7
1218,4707,7
2939,8411,7
2667,1014,7
3413,3436,7
822,859,7
792,764,7
1393,2644,7
8348,10812,7
9664,9618,7
3650,485,7
9058,5612,7
5911,5787,7
2945,8260,7
8983,8960,7
382,10714,7
187,5572,7
5907,5919,7
675,700,7
4412,4674,7
2969,4025,7
8986,8979,7
3141,3149,7
4316,1337,7
9127,10328,7
3773,1796,7
1982,1963,7
490,2539,7
4675,4609,7
5212,2588,7
3286,5546,7
5734,5769,7
1046,1613,7
10397,10334,7
13571,2588,7
2571,2527,7
6927,6956,7
6878,6827,7
5789,5766,7
761,760,7
5596,5787,7
2531,3104,7
5212,2548,7
5525,5589,7
3503,8353,7
750,758,7
3492,3404,7
2747,3368,7
13894,13878,7
258,3021,7
1662,443,7
10196,2408,7
5361,5311,7
5530,371,7
7068,7034,7
11896,3332,7
2437,2458,7
2672,2669,7
5777,5787,7
11175,11183,7
8584,8679,7
7820,8353,7
6001,6039,7
10616,10899,7
4641,1548,7
255,3104,7
6016,6017,7
3513,10357,7
4814,4850,7
10015,10022,7
7209,7327,7
3330,7662,7
9227,8838,7
2068,135,7
10365,3665,7
7550,7543,7
791,706,7
2959,915,7
4630,4611,7
3477,1244,7
13492,2068,7
2588,6591,7
8579,2068,7
1464,1818,7
1321,9977,7
382,3064,7
7866,7605,7
5744,5954,7
9653,7995,7
5411,7662,7
3519,3536,7
10397,10322,7
5438,4364,7
4627,5596,7
677,659,7
382,376,7
2783,1666,7
2969,1314,7
684,215,7
3544,6017,7
2511,4042,7
9793,9784,7
1617,3963,7
6111,6114,7
3123,215,7
3087,3093,7
3937,4988,7
3576,6047,7
4339,4353,7
9363,9366,7
2926,7872,7
4209,5100,7
2412,2497,7
6898,6897,7
8291,8293,7
4011,4052,7
5435,5458,7
8965,8969,7
364,751,7
3665,11807,7
3385,2560,7
5414,8348,7
391,398,7
11099,7288,7
304,399,7
2789,1818,7
9069,9057,7
1913,1922,7
10022,1860,7
4927,4671,7
758,1053,7
712,9540,7
5771,5761,7
4685,5111,7
1240,10767,7
2509,4988,7
5978,5775,7
382,4820,7
6096,3544,7
901,7662,7
4967,4914,7
3367,5760,7
8277,6084,7
8587,8572,7
10328,11062,7
6001,6047,7
3169,8132,7
10368,10346,7
10327,10353,7
205,299,7
2867,1482,7
4449,9620,7
6049,6075,7
10535,10536,7
905,940,7
9600,7832,7
3226,2182,7
6878,6896,7
2263,2255,7
1314,2959,7
6049,6001,7
2568,3123,7
5789,8037,7
5482,3418,7
9610,9649,7
4593,3920,7
1817,3120,7
1371,4316,7
9057,4543,7
2068,4552,7
2570,2600,7
3117,1505,7
2717,4053,7
7685,7602,7
10716,10796,7
477,6874,7
4395,928,7
1955,1573,7
2182,4314,7
6827,5966,7
4586,4502,7
3432,2489,7
11136,11183,7
381,1026,7
6039,2294,7
1001,716,7
8289,7605,7
3367,7540,7
5459,8165,7
4814,4876,7
6897,2294,7
6039,3544,7
9779,11376,7
4607,5494,7
394,4854,7
759,362,7
10652,10627,7
8211,11416,7
4294,3545,7
3322,2000,7
7898,2231,7
3802,5644,7
10550,10509,7
5737,6084,7
2068,4450,7
6159,2516,7
5456,5416,7
7898,4451,7
10576,6529,7
2610,1826,7
2588,8057,7
4732,1191,7
6294,6242,7
2941,1337,7
768,706,7
5989,6418,7
2573,2567,7
4013,4009,7
5927,1608,7
721,712,7
2185,1218,7
660,692,7
7162,7919,7
7463,7433,7
5789,2926,7
5101,13296,7
4052,4025,7
2717,1666,7
10325,10373,7
3735,5482,7
4713,5116,7
12557,12542,7
11796,11745,7
727,374,7
5522,2354,7
1819,1801,7
4013,4025,7
8988,8981,7
191,1849,7
3151,3188,7
5789,1635,7
6776,5096,7
10394,10352,7
11046,2378,7
5522,1849,7
1572,1586,7
913,979,7
2024,8262,7
1946,1951,7
10591,210,7
11142,11114,7
3991,3940,7
701,368,7
4012,4025,7
5478,5423,7
5370,5319,7
7747,8562,7
5978,7433,7
6733,5201,7
772,1095,7
8289,7082,7
231,230,7
11136,11158,7
381,749,7
6825,6855,7
6507,6338,7
9369,9359,7
5962,5905,7
940,979,7
2939,930,7
364,740,7
11938,11922,7
6051,6023,7
11225,1860,7
1351,993,7
2802,910,7
2236,2273,7
1046,1538,7
2354,8260,7
11275,556,7
1064,2532,7
1332,945,7
11214,10043,7
11807,993,7
5982,5907,7
6060,5416,7
7209,4774,7
10067,5111,7
5711,5766,7
2143,554,7
2935,3589,7
10328,10331,7
2851,9752,7
3432,4217,7
10024,11280,7
2443,2485,7
1464,4080,7
2816,2857,7
3405,6931,7
5789,3418,7
1398,2441,7
2969,1322,7
2511,1696,7
11808,10596,7
8979,8969,7
1208,3418,7
2926,8353,7
3576,5443,7
7099,356,7
9324,1955,7
6032,1462,7
7898,191,7
1413,10497,7
8190,625,7
3503,7605,7
2759,4042,7
1001,724,7
3414,3436,7
2588,8810,7
6016,6075,7
10017,6987,7
2433,2408,7
1617,1651,7
1538,4552,7
8158,3503,7
2789,4012,7
11923,11939,7
9659,6987,7
11388,544,7
7099,9994,7
2155,2185,7
10767,10796,7
3293,6585,7
6773,5596,7
7373,9068,7
4016,4053,7
4972,5240,7
8167,8119,7
2112,2106,7
9066,5522,7
4451,5093,7
6447,10352,7
1966,11883,7
2065,4170,7
5795,2886,7
3663,3611,7
6069,6063,7
4066,4053,7
1475,3021,7
7685,7662,7
1053,374,7
1994,1982,7
2544,8519,7
3576,5491,7
3677,1464,7
3916,3906,7
10778,7560,7
1246,9752,7
3093,3278,7
5423,7866,7
9101,5634,7
10326,4774,7
4329,4377,7
3488,9636,7
6813,7082,7
6052,8411,7
8644,620,7
13221,13296,7
1482,1666,7
1484,1818,7
3275,6810,7
1464,7507,7
7373,3837,7
3123,688,7
4364,4337,7
10573,6882,7
4069,1444,7
258,8006,7
905,993,7
10110,8803,7
2969,5416,7
10349,10396,7
9063,556,7
827,874,7
2939,4316,7
183,8446,7
959,2734,7
3235,2826,7
10753,482,7
2857,10322,7
2024,8260,7
1493,8045,7
5708,5793,7
11914,11930,7
2570,2567,7
5009,9862,7
762,797,7
5584,5509,7
2030,9532,7
7039,8289,7
1381,1328,7
8831,9253,7
3123,3104,7
2247,2124,7
5795,8461,7
3187,4202,7
4412,1884,7
5867,3172,7
1643,1598,7
5533,8679,7
1056,374,7
388,1089,7
10585,628,7
7476,7463,7
8262,2945,7
9766,4541,7
2511,4395,7
148,2090,7
1572,4430,7
4083,4059,7
8590,1417,7
7832,10461,7
3618,7560,7
7810,6805,7
8596,3090,7
979,910,7
7568,7600,7
13221,712,7
712,356,7
5459,1678,7
8350,4384,7
2773,5440,7
8165,288,7
4820,4451,7
3120,5734,7
8048,1917,7
11073,11027,7
7809,8912,7
4674,6047,7
1314,975,7
2926,7605,7
6474,6478,7
774,309,7
2857,3278,7
13221,13249,7
4609,4988,7
4610,2225,7
804,888,7
5490,5468,7
8258,1723,7
2026,3700,7
2773,3544,7
2669,362,7
953,10465,7
12841,8025,7
13160,8961,7
5777,5795,7
1378,7076,7
6016,6047,7
4066,4052,7
2969,4316,7
1250,2886,7
3223,8519,7
8165,11275,7
1747,4917,7
83,8684,7
7661,9540,7
4990,3544,7
2236,2279,7
148,61,7
8006,9271,7
4700,4607,7
1016,5671,7
8411,6813,7
5100,4441,7
5560,5530,7
2655,1576,7
744,794,7
11171,10130,7
696,649,7
4053,407,7
1464,4012,7
5668,3278,7
4056,5016,7
205,248,7
10737,10727,7
1001,374,7
11939,11930,7
5465,5635,7
4627,5509,7
3746,3730,7
437,1818,7
1189,5002,7
7579,4217,7
7825,2437,7
2407,2427,7
299,275,7
364,1013,7
9028,9083,7
12323,183,7
4056,7919,7
3169,4421,7
1677,901,7
1782,4444,7
7508,8350,7
7721,5111,7
8552,5201,7
2972,2912,7
6001,4990,7
7835,7837,7
4009,1666,7
3078,4543,7
7747,3837,7
1849,4451,7
4655,4645,7
3286,3278,7
2717,4990,7
10702,10796,7
1464,4364,7
6447,5668,7
8089,5668,7
4300,4205,7
8729,1637,7
4089,4082,7
4013,4373,7
4607,4690,7
4607,2294,7
2062,5885,7
9282,3021,7
5905,1769,7
939,957,7
4514,4707,7
2941,928,7
3343,4319,7
148,174,7
1064,736,7
6416,2916,7
1747,10022,7
1747,1860,7
8945,8960,7
4269,4217,7
11282,10784,7
7872,3278,7
6093,1484,7
1715,392,7
4364,1696,7
10017,4010,7
4641,2544,7
910,993,7
5748,4737,7
3558,8590,7
7162,3589,7
8895,8562,7
391,1651,7
9421,5748,7
649,3493,7
13594,13560,7
2941,975,7
5993,5966,7
13594,13557,7
4388,1484,7
2426,2480,7
889,874,7
2511,2783,7
1849,1818,7
6572,6580,7
205,215,7
2236,2223,7
4444,8024,7
8446,356,7
1677,3093,7
9700,5330,7
11280,8684,7
3655,3661,7
6729,7560,7
1822,10716,7
7243,9874,7
3536,3571,7
3576,1884,7
5116,10460,7
3618,1822,7
1484,1696,7
7898,7560,7
3370,1903,7
1056,368,7
10089,1747,7
2030,624,7
5423,7872,7
3154,2123,7
10128,9540,7
6064,3544,7
10024,6208,7
6063,3544,7
6050,1444,7
3278,2973,7
10368,3278,7
4897,3101,7
191,7560,7
1849,9014,7
1246,6783,7
11175,11136,7
3065,11897,7
5002,10112,7
10015,8684,7
5481,6039,7
7099,2548,7
10409,10449,7
8007,5668,7
3503,7082,7
10819,10900,7
2906,1635,7
5459,942,7
3970,1573,7
1808,1865,7
392,6729,7
12841,12899,7
7770,7318,7
1677,2906,7
1370,1322,7
11633,11686,7
4359,9761,7
4675,8368,7
4057,4046,7
724,1023,7
8420,6344,7
8775,2482,7
3157,624,7
3880,4827,7
11883,6777,7
4013,4353,7
4080,1666,7
1337,930,7
9977,10536,7
6160,2601,7
6001,6017,7
6893,6077,7
5074,5073,7
7801,1562,7
4335,4082,7
2268,2264,7
7502,10576,7
4353,4059,7
3471,740,7
4044,4052,7
2478,2460,7
2544,7747,7
7747,5533,7
7643,7810,7
3292,7645,7
4013,4011,7
354,324,7
750,795,7
10394,10083,7
9063,8165,7
2945,6560,7
4593,4523,7
4090,11416,7
5101,1289,7
10731,10737,7
5443,4674,7
2245,2248,7
5789,7662,7
1715,4451,7
3615,7451,7
10112,10862,7
4070,5096,7
1943,1982,7
3862,11126,7
6096,6069,7
2783,2867,7
7560,2231,7
4339,1464,7
5081,9522,7
2504,5518,7
10764,7560,7
9282,9223,7
8411,8037,7
2996,2965,7
9988,9992,7
7853,9703,7
5672,5652,7
2012,2024,7
7872,5509,7
2101,1774,7
4353,4052,7
3461,3440,7
5964,5954,7
4689,2108,7
1635,901,7
778,727,7
147,1444,7
758,731,7
2427,2458,7
2728,2781,7
9441,4707,7
6071,6047,7
4249,10352,7
9700,9645,7
139,8529,7
382,10719,7
13405,13416,7
2212,2295,7
5795,5668,7
5546,3356,7
10795,1812,7
6447,4983,7
1413,2277,7
9703,9777,7
2941,930,7
11280,11225,7
7679,6987,7
2684,7624,7
4321,4046,7
7099,13571,7
3286,3153,7
13900,3382,7
9282,10833,7
1977,7710,7
9991,9247,7
10760,7209,7
8158,8190,7
2857,5423,7
6166,10799,7
95,7662,7
9686,9672,7
130,126,7
1025,1023,7
5522,4451,7
4316,3544,7
6447,1244,7
8007,8461,7
4850,6813,7
10989,7744,7
4942,2294,7
4969,4412,7
8519,8584,7
6824,6885,7
1378,6548,7
1638,1624,7
4042,928,7
1562,2097,7
4373,4059,7
3090,6113,7
2437,5021,7
752,3493,7
2251,6084,7
6447,1053,7
3968,3988,7
11871,5021,7
3889,8529,7
1608,5793,7
8986,8960,7
2068,10509,7
7844,7711,7
4339,1696,7
1252,1012,7
1031,1013,7
1482,915,7
774,2074,7
4660,428,7
716,1023,7
4850,700,7
5812,592,7
1347,3509,7
11111,11176,7
3576,4607,7
8904,8969,7
5792,2556,7
5959,5545,7
2294,1884,7
2717,4388,7
12328,12381,7
4080,1696,7
2433,3873,7
2588,2964,7
2197,2199,7
10024,10089,7
11211,5101,7
2155,2150,7
10308,8671,7
1296,1283,7
3330,5482,7
1347,2279,7
3090,2201,7
1637,497,7
9421,6208,7
822,805,7
740,1023,7
382,7209,7
650,3123,7
6813,8209,7
7661,5101,7
6049,6039,7
749,751,7
1825,6086,7
3665,993,7
6809,6898,7
3491,3436,7
10767,10701,7
2945,9645,7
258,5081,7
8158,3418,7
12508,12574,7
3180,529,7
6930,6956,7
4897,1700,7
6323,5007,7
4165,6030,7
4451,6729,7
2212,2935,7
758,712,7
5789,5423,7
7162,9258,7
4903,4656,7
2600,2554,7
8642,8837,7
3028,174,7
10837,871,7
7662,5509,7
2759,6063,7
3284,3242,7
7693,7641,7
3663,9777,7
1470,4272,7
1733,6338,7
8246,7551,7
10833,6113,7
606,625,7
8158,4468,7
92,7810,7
7039,6750,7
1001,763,7
4399,4364,7
1269,1014,7
1276,5416,7
2262,4253,7
293,215,7
8591,8803,7
4399,4373,7
2612,6051,7
10435,7725,7
2719,9968,7
4249,8411,7
1569,5911,7
4364,4316,7
10714,4451,7
2550,4209,7
12146,4687,7
5741,5725,7
4020,4010,7
10350,9258,7
2747,1158,7
2573,2554,7
8399,7671,7
6039,4316,7
2759,4388,7
6039,6077,7
6064,2759,7
7507,11957,7
5503,7560,7
366,1023,7
1554,2088,7
8402,8411,7
9359,9395,7
10819,10806,7
1871,1872,7
10024,10095,7
6043,7611,7
4047,6591,7
6084,10465,7
10785,10796,7
316,383,7
2993,477,7
10095,11225,7
95,7605,7
4407,3548,7
4593,3963,7
4031,1974,7
7162,5056,7
4671,4665,7
5055,1343,7
3120,5706,7
6418,1053,7
4023,4366,7
5978,5922,7
1677,8363,7
2939,4700,7
6447,1254,7
3249,486,7
184,3120,7
8584,8006,7
2717,1482,7
732,3477,7
8073,8007,7
2867,1818,7
8501,2068,7
2223,2279,7
8775,2973,7
3278,8209,7
3578,3536,7
10786,4034,7
9359,9331,7
92,2068,7
7759,7774,7
2685,4972,7
1403,9053,7
4957,4972,7
6075,6039,7
2759,4053,7
6956,6908,7
10719,10796,7
2975,2937,7
2290,3560,7
2573,3104,7
205,293,7
1045,734,7
10446,4567,7
6001,6069,7
9874,10325,7
2857,5584,7
11807,10512,7
8402,8485,7
10731,8260,7
6039,6071,7
3953,2243,7
2985,2910,7
4715,6084,7
2759,6047,7
2075,53,7
3432,1041,7
3292,613,7
4353,4364,7
4983,6418,7
12323,2964,7
3920,4609,7
2906,8190,7
2960,398,7
7756,8910,7
5738,1326,7
1288,2754,7
4042,5416,7
4749,4707,7
8017,10644,7
4399,4353,7
1095,374,7
95,901,7
4399,1337,7
2600,3104,7
4316,407,7
1240,2437,7
2544,258,7
3573,10334,7
3576,4412,7
998,435,7
4627,6418,7
1563,435,7
724,1095,7
7118,5012,7
7162,9540,7
8196,7593,7
3223,8006,7
5101,13249,7
2441,2405,7
2941,4011,7
1432,2906,7
2717,2734,7
2496,2484,7
6075,6077,7
4084,4092,7
9252,10858,7
1025,381,7
8190,3503,7
13620,1977,7
2035,2088,7
8584,6113,7
2783,1314,7
10731,10727,7
9441,1218,7
2717,1818,7
8411,5668,7
6096,6017,7
8101,363,7
4215,2303,7
5989,6020,7
2443,2497,7
5911,5949,7
7602,7605,7
10819,10899,7
5944,2786,7
5867,3405,7
9063,1164,7
8729,2354,7
7076,8424,7
5499,2941,7
1692,3940,7
5491,4674,7
4080,4053,7
6063,4674,7
10334,10349,7
9586,3466,7
9977,8299,7
2783,1484,7
255,266,7
3576,6039,7
1196,6764,7
3330,7605,7
6507,6523,7
1218,8595,7
5574,5545,7
9201,9298,7
4685,5101,7
6809,6855,7
191,2345,7
2905,2743,7
2407,2458,7
6860,3930,7
701,4178,7
4494,1276,7
4170,9522,7
438,477,7
10365,10512,7
5668,6242,7
12338,12323,7
2857,9101,7
7220,10396,7
12144,12862,7
355,392,7
3665,10512,7
3286,8048,7
5429,5404,7
2425,2469,7
13163,8556,7
9395,10097,7
10095,4917,7
3603,3698,7
8579,8511,7
3735,1677,7
5734,5724,7
1164,556,7
7099,8057,7
6447,2886,7
5319,5333,7
1240,7451,7
5436,5499,7
364,701,7
299,215,7
3405,4037,7
8158,6447,7
6063,4316,7
3937,4903,7
4395,4373,7
5767,5716,7
1966,5096,7
9994,5754,7
7640,2150,7
4083,1696,7
8427,6136,7
3402,3491,7
4399,2867,7
9046,9480,7
165,3637,7
3162,3104,7
792,761,7
13221,183,7
876,888,7
2429,2404,7
1082,2769,7
5982,5919,7
210,8912,7
10089,4917,7
6063,5491,7
8403,8402,7
5095,5069,7
4628,4656,7
4059,4053,7
3243,9777,7
2068,8048,7
5787,6418,7
6827,258,7
5596,11098,7
4016,4316,7
6096,6071,7
4682,4674,7
5456,5468,7
5448,5426,7
5746,1337,7
309,731,7
7656,11400,7
1434,4774,7
3603,3679,7
8353,7605,7
352,383,7
5361,1428,7
6293,6208,7
6181,7526,7
2789,4364,7
10322,10396,7
4675,1747,7
603,679,7
9324,1337,7
1034,1272,7
4066,4042,7
855,3589,7
1389,10334,7
6729,4034,7
2655,1598,7
10576,8679,7
3238,8671,7
3545,3512,7
8006,8257,7
11111,11137,7
8501,10509,7
8089,5795,7
11965,11930,7
8190,7872,7
4399,2717,7
774,727,7
2926,1208,7
2486,2446,7
7662,1208,7
2759,4969,7
677,605,7
4011,4017,7
2392,7418,7
14082,14087,7
2498,2458,7
8596,3837,7
701,1023,7
1598,1576,7
10349,10322,7
9862,7832,7
1396,989,7
1057,1095,7
10975,4707,7
2105,649,7
378,381,7
2281,2268,7
2906,975,7
2570,2573,7
4135,1735,7
6870,2294,7
4053,4017,7
6548,6987,7
4336,4728,7
4584,4364,7
9177,2702,7
13194,4899,7
9063,7507,7
5414,10812,7
4249,5482,7
2407,2498,7
1696,5458,7
3477,6418,7
8579,4502,7
7613,7680,7
7579,5016,7
4398,4384,7
4542,4554,7
741,10767,7
6889,6874,7
1314,2941,7
4514,8542,7
2939,1314,7
2568,2510,7
3005,3024,7
2759,2294,7
2325,2910,7
13272,13221,7
2939,915,7
8194,4364,7
5498,1484,7
